N,P,K,temperature,humidity,ph,rainfall,label_encoded,district_encoded,pest,GDD
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,12,18,0,10.24104904
8,28,38,23.22594,94.42971362,6.8444019,105.6917856,12,21,0,13.225940000000001
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,12,36,0,13.50128217
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,12,27,0,9.44623085
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,12,9,0,10.513434839999999
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,12,11,0,8.902230320000001
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,12,35,0,8.90592319
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,12,26,0,12.63045168
40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,12,18,0,9.386038150000001
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,12,15,0,14.383189649999998
9,16,36,23.77989026,92.93386903,5.893332378,106.977723,12,28,0,13.779890259999998
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,12,33,0,12.598901739999999
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,12,29,0,14.37766782
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,12,24,0,10.892732729999999
32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,12,20,0,8.09903225
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,12,16,0,10.002189869999999
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,12,38,0,9.851393259999998
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,12,25,0,11.25433607
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,12,19,0,13.653741060000002
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,12,6,0,13.88404783
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,0,32,0,19.36792366
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,0,1,1,17.33368994
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,0,3,1,17.40053601
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,0,30,1,19.3159075
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,0,7,0,16.05433004
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,0,19,1,15.866324079999998
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,0,22,1,17.00932084
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,0,38,0,19.55054817
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,0,16,1,16.28845991
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,0,20,0,19.16226551
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,0,24,1,18.65003945
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,0,29,0,19.07311132
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,0,33,0,18.08166093
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,0,28,0,17.1994597
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,0,15,0,18.05484146
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,0,18,1,15.14748006
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,0,26,0,15.940190179999998
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,0,35,0,17.66752761
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,0,11,0,15.567030119999998
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,0,9,1,18.6956201
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,0,27,0,16.33544853
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,0,36,0,15.937301860000002
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,0,10,1,15.136865190000002
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,0,10,1,17.50527651
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,0,10,1,16.21009246
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,0,4,0,19.10403455
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,0,14,0,19.2440638
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,0,8,0,15.562021730000001
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,0,2,1,16.3985515
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,0,23,0,18.09577643
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,0,36,1,17.84767901
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,0,10,1,17.39341554
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,0,10,1,15.14517635
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,0,10,0,18.65456263
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,0,4,0,19.16093424
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,0,14,1,17.57278064
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,0,8,1,15.409098960000001
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,0,2,1,15.990695209999998
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,0,23,1,16.29039046
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,0,30,0,19.14827211
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,0,7,0,16.59743595
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,0,19,0,15.360592369999999
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,0,22,1,19.12036889
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,0,38,0,17.53911354
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,0,16,1,19.66727337
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,0,20,1,15.058021929999999
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,0,24,0,15.86824781
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,0,29,1,15.850369879999999
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,0,33,0,16.51682337
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,0,10,0,18.66725136
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,0,23,1,18.14938935
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,0,2,1,16.42313317
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,0,37,1,16.59386409
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,0,8,0,17.71822477
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,0,14,1,18.98333432
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,0,27,1,19.42017919
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,0,24,1,17.39872329
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,0,16,1,16.4020227
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,0,20,1,17.81251452
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,0,14,1,15.19640218
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,0,14,0,18.31193338
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,0,14,1,15.901131280000001
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,0,14,0,17.48612983
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,0,2,1,19.38254012
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,0,2,1,19.22118628
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,0,2,1,17.09062164
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,0,10,1,16.12643374
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,0,10,0,19.01207743
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,0,10,0,17.96799119
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,0,32,0,18.0764455
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,0,1,1,15.162782369999999
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,0,3,1,15.787498079999999
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,0,30,1,15.341197739999998
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,0,7,0,19.44795403
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,0,19,0,16.47522633
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,0,22,1,17.39489579
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,0,38,1,15.08347445
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,0,16,0,16.6719835
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,0,20,0,15.44926208
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,0,24,1,18.22776705
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,0,29,0,18.1279509
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,0,33,1,18.9470467
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,0,28,1,17.96236771
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,0,15,0,18.00316034
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,0,18,1,19.1400919
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,0,26,1,17.9122104
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,0,35,1,15.43480512
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,0,11,1,18.55980972
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,0,9,1,16.59580783
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,0,27,0,17.19711623
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,0,36,0,15.293915160000001
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,0,10,0,19.90888522
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,0,10,0,17.94972463
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,0,10,0,15.01018457
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,0,4,1,19.21144871
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,0,14,1,17.35911627
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,0,8,0,18.0106804
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,0,2,1,18.67208915
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,0,23,0,17.34585147
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,0,36,0,19.50704598
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,6,0,0,19.73770045
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,6,31,0,23.556955610000003
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,6,12,0,17.00315545
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,6,13,0,23.56150184
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,6,5,0,25.89855625
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,6,34,0,24.177197820000004
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,6,17,0,20.01592643
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,6,23,0,21.74592134
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,6,2,0,25.990096790000003
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,6,8,0,21.86641378
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,6,37,0,17.75518664
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,6,14,0,24.724131919999998
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,6,10,0,17.53907547
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,6,21,0,17.69637763
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,6,36,0,17.25373364
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,6,27,0,20.33723921
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,6,9,0,21.85744939
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,6,11,0,25.39986338
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,6,35,0,19.80747243
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,6,26,0,24.164389059999998
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,6,18,0,18.93270187
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,6,15,0,17.98392787
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,6,28,0,21.20478173
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,6,33,0,22.134096749999998
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,6,29,0,18.91862016
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,6,24,0,21.09779147
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,6,20,0,24.73823882
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,6,16,0,19.98080499
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,6,38,0,23.803986639999998
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,6,25,0,20.07202564
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,6,19,0,17.92063282
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,6,6,0,21.40948821
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,6,30,0,25.787773799999997
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,6,1,0,23.361400930000002
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,6,32,0,25.960546360000002
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,6,1,0,18.33333307
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,6,10,0,22.276520240000004
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,6,21,0,21.99490489
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,6,36,0,17.58258929
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,6,27,0,19.38471637
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,6,9,0,22.386975309999997
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,6,11,0,20.91471455
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,6,35,0,25.37775595
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,6,26,0,22.323621770000003
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,6,18,0,18.22373428
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,6,15,0,17.27433181
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,6,28,0,17.10710832
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,6,33,0,24.892266659999997
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,6,29,0,23.7462686
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,6,24,0,17.3511056
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,6,20,0,22.89300162
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,6,16,0,25.385987049999997
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,6,38,0,17.5529736
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,6,25,0,22.821410649999997
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,6,19,0,20.17294105
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,6,6,0,19.26382931
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,6,30,0,22.060971969999997
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,6,1,0,18.69818144
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,6,32,0,19.14305008
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,6,1,0,18.3471611
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,6,0,0,17.67256197
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,6,31,0,18.1218093
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,6,12,0,20.79375683
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,6,13,0,18.89409382
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,6,5,0,23.330248259999998
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,6,34,0,17.78912455
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,6,17,0,21.65333432
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,6,23,0,19.75150773
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,6,2,0,21.32995611
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,6,8,0,25.636273189999997
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,6,37,0,21.66524687
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,6,14,0,22.26935342
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,6,10,0,17.81005614
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,6,21,0,24.58561471
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,6,36,0,21.27180992
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,6,27,0,23.93679864
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,6,9,0,21.09154239
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,6,11,0,21.89356292
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,6,35,0,22.45465292
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,6,26,0,25.47478322
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,6,18,0,17.32961444
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,6,21,0,20.90225239
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,6,36,0,19.09382275
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,6,27,0,20.02086169
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,6,9,0,24.130721880000003
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,6,11,0,23.446198940000002
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,6,35,0,25.391546400000003
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,6,26,0,21.53356352
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,6,18,0,20.7645515
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,6,15,0,20.01821337
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,6,28,0,21.32863689
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,6,33,0,23.88004781
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,6,29,0,18.07802689
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,6,24,0,25.538450179999998
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,6,20,0,18.70595247
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,6,16,0,21.48451729
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,6,38,0,17.69819273
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,6,25,0,20.41235793
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,6,19,0,22.17752026
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,6,6,0,22.611261399999997
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,3,32,1,19.99677232
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,3,1,1,20.7280404
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,3,3,1,22.44577836
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,3,30,1,27.46566825
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,3,7,0,12.03296178
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,3,19,1,29.64851881
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,3,22,0,6.775573139999999
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,3,38,0,2.1419071400000007
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,3,16,0,2.7567962
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,3,20,1,29.04071989
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,3,24,1,29.707721919999997
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,3,29,0,0.0
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,3,33,1,19.58748357
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,3,28,0,7.828036820000001
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,3,15,0,0.0
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,3,18,1,17.83487131
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,3,26,0,1.0210537800000008
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,3,35,0,7.5862944
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,3,11,0,9.89363946
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,3,9,1,19.93707596
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,3,27,1,26.73126647
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,3,36,0,10.42094753
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,3,10,1,15.51939719
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,3,10,1,20.50734778
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,3,10,0,8.4269936
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,3,4,0,2.0870219999999993
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,3,14,0,13.60115364
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,3,8,0,2.8000038699999994
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,3,2,1,28.060994819999998
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,3,23,1,29.065555179999997
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,3,36,1,23.78372897
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,3,10,0,6.762017069999999
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,3,10,1,25.893075359999997
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,3,10,0,11.012453950000001
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,3,4,0,0.8987587300000008
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,3,14,0,6.362518690000002
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,3,8,0,10.28370163
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,3,2,1,15.111084559999998
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,3,23,1,23.4641162
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,3,30,0,1.7976469000000002
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,3,7,0,1.3630089099999996
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,3,19,1,15.235423189999999
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,3,22,0,5.9905069300000005
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,3,38,0,12.435901699999999
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,3,16,1,24.76086052
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,3,20,1,21.11047251
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,3,24,1,18.57828803
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,3,29,1,31.186649029999998
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,3,33,1,17.02766138
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,3,10,0,11.193393189999998
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,3,23,0,0.3800475900000002
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,3,2,1,21.3115978
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,3,37,0,10.46657776
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,3,8,1,19.36947679
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,3,14,0,0.7230245899999996
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,3,27,0,4.978469520000001
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,3,24,0,5.324665100000001
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,3,16,0,8.739321870000001
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,3,20,0,9.3642553
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,3,14,1,31.207336239999997
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,3,14,1,23.34214482
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,3,14,0,13.819956820000002
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,3,14,1,30.66012294
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,3,2,0,1.8276818600000002
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,3,2,0,3.2850433100000007
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,3,2,1,25.83089092
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,3,10,1,16.18159716
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,3,10,0,14.575583510000001
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,3,10,1,19.67229086
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,3,32,1,29.371025529999997
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,3,1,0,7.665584280000001
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,3,3,0,14.066793520000001
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,3,30,0,5.3141346899999995
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,3,7,0,11.77466746
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,3,19,1,16.91624843
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,3,22,1,31.656029959999998
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,3,38,0,7.9866780099999986
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,3,16,1,19.12033769
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,3,20,1,24.38922481
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,3,24,1,31.361063010000002
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,3,29,1,25.12158265
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,3,33,0,9.6491772
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,3,28,0,6.278528009999999
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,3,15,0,11.119036040000001
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,3,18,0,9.207770700000001
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,3,26,1,15.96308415
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,3,35,1,15.67385024
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,3,11,1,31.94865736
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,3,9,0,1.1899426799999997
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,3,27,0,7.543829599999999
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,3,36,0,3.0580974100000002
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,3,10,0,0.0
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,3,10,1,17.92004934
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,3,10,0,0.0
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,3,4,0,3.429886249999999
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,3,14,0,0.0
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,3,8,0,14.97256132
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,3,2,1,17.23708304
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,3,23,0,8.706790770000001
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,3,36,0,0.0
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,5,0,1,16.47330219
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,5,31,1,15.187800419999999
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,5,12,1,15.299547050000001
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,5,13,0,14.74631269
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,5,5,1,16.58740671
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,5,34,0,14.534425639999998
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,5,17,1,16.0713757
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,5,23,1,15.96534238
